State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Rainfall..mm.,Soil Ph Level,high Temp,low Temp,MeanTemperature,Air humidity,,,,,,,,,,,
Uttar Pradesh,JAUNPUR,2002,Whole Year ,Tobacco,22,130,5.91,689.1,2,43,30,37,64,,,,,,,,,,,
Uttar Pradesh,SITAPUR,2002,Rabi       ,Maize,117,130,1.11,625.2,1,43,38,32,71,,,,,,,,,,,
Uttar Pradesh,BANDA,2004,Kharif     ,Sannhamp,468,130,0.28,642.3,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,GONDA,2004,Whole Year ,Garlic,30,130,4.33,642.3,1,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,LUCKNOW,2004,Kharif     ,Groundnut,142,130,0.92,642.3,2,44,33,39,70,,,,,,,,,,,
Uttar Pradesh,SONBHADRA,2004,Rabi       ,Maize,28,130,4.64,746.9,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,SAHARANPUR,2005,Whole Year ,Guar seed,160,130,0.81,725.7,1,42,8,26,61,,,,,,,,,,,
Uttar Pradesh,JALAUN,2007,Kharif     ,Rice,233,130,0.56,572.5,1,45,34,40,61,,,,,,,,,,,
Uttar Pradesh,DEORIA,2008,Rabi       ,Gram,137,130,0.95,953.3,2,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,JAUNPUR,2008,Rabi       ,Garlic,22,130,5.91,953.3,2,43,30,37,64,,,,,,,,,,,
Uttar Pradesh,PILIBHIT,2008,Summer     ,Maize,87,130,1.49,799.8,1,44,32,38,61,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2009,Kharif     ,Sesamum,1250,130,0.1,549.2,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,LUCKNOW,2009,Rabi       ,Onion,10,130,13,549.2,2,44,33,39,70,,,,,,,,,,,
Uttar Pradesh,VARANASI,2010,Kharif     ,Moong(Green Gram),276,130,0.47,692.2,2,43,32,38,76,,,,,,,,,,,
Uttar Pradesh,BALRAMPUR,2011,Kharif     ,Sweet potato,10,130,13,777.4,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,KASGANJ,2011,Kharif     ,Sesamum,598,130,0.22,777.4,1,44,33,39,72,,,,,,,,,,,
West Bengal,PURULIA,2001,Rabi       ,Linseed,310,130,0.42,2612.6,1,38,10,24,64,,,,,,,,,,,
West Bengal,PURULIA,2001,Whole Year ,Sannhamp,44,130,2.95,2612.6,1,38,10,24,64,,,,,,,,,,,
West Bengal,DINAJPUR DAKSHIN,2003,Rabi       ,Khesari,146,130,0.89,2723.3,1,24,13,26,76,,,,,,,,,,,
West Bengal,MURSHIDABAD,2005,Whole Year ,Arecanut,75,130,1.73,2807.7,2,35,11,26,77,,,,,,,,,,,
West Bengal,BARDHAMAN,2008,Rabi       ,Khesari,502,130,0.26,2689.9,0,35,13,26,75,,,,,,,,,,,
West Bengal,DARJEELING,2009,Rabi       ,Maize,50,130,2.6,2324.6,1,14,10,5,54,,,,,,,,,,,
West Bengal,DARJEELING,2010,Rabi       ,Maize,50,130,2.6,2612.3,1,14,10,5,54,,,,,,,,,,,
West Bengal,HOOGHLY,2011,Rabi       ,Peas & beans (Pulses),110,130,1.18,2418.7,0,36,13,27,75,,,,,,,,,,,
West Bengal,MALDAH,2011,Summer     ,Groundnut,73,130,1.78,2418.7,0,34,13,26,76,,,,,,,,,,,
West Bengal,PURULIA,2012,Kharif     ,Moong(Green Gram),276,130,0.47,2632.2,1,38,10,24,64,,,,,,,,,,,
Uttar Pradesh,AZAMGARH,2001,Rabi       ,Urad,264,129,0.49,973.8,2,42,36,30,60,,,,,,,,,,,
Uttar Pradesh,BAHRAICH,2001,Rabi       ,Urad,263,129,0.49,661.7,2,43,31,37,59,,,,,,,,,,,
Uttar Pradesh,FAIZABAD,2001,Kharif     ,Small millets,176,129,0.73,661.7,0,43,37,31,58,,,,,,,,,,,
Uttar Pradesh,PILIBHIT,2001,Kharif     ,Sesamum,508,129,0.25,661.7,1,44,32,38,61,,,,,,,,,,,
Uttar Pradesh,MUZAFFARNAGAR,2002,Rabi       ,Gram,142,129,0.91,625.2,2,43,29,36,57,,,,,,,,,,,
Uttar Pradesh,BAHRAICH,2003,Kharif     ,Bajra,88,129,1.47,1047.5,2,43,31,37,59,,,,,,,,,,,
Uttar Pradesh,MATHURA,2003,Rabi       ,Onion,9,129,14.33,1047.5,2,44,34,39,61,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2004,Kharif     ,Maize,152,129,0.85,746.9,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,DEORIA,2005,Kharif     ,Small millets,169,129,0.76,770.3,2,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,BIJNOR,2006,Rabi       ,Gram,176,129,0.73,529.3,0,36,6,23,68,,,,,,,,,,,
Uttar Pradesh,FIROZABAD,2006,Kharif     ,Sesamum,766,129,0.17,529.3,1,43,30,37,65,,,,,,,,,,,
Uttar Pradesh,MUZAFFARNAGAR,2006,Rabi       ,Other  Rabi pulses,133,129,0.97,529.3,2,43,29,36,57,,,,,,,,,,,
Uttar Pradesh,BALLIA,2007,Kharif     ,Dry chillies,134,129,0.96,741.2,1,38,9,26,67,,,,,,,,,,,
Uttar Pradesh,MEERUT,2007,Summer     ,Maize,90,129,1.43,572.5,1,40,8,26,63,,,,,,,,,,,
Uttar Pradesh,HARDOI,2008,Summer     ,Moong(Green Gram),232,129,0.56,799.8,0,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,MAHARAJGANJ,2008,Rabi       ,Onion,11,129,11.73,953.3,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2009,Kharif     ,Dry chillies,146,129,0.88,549.2,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2010,Kharif     ,Soyabean,105,129,1.23,820.7,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,MORADABAD,2011,Rabi       ,Garlic,25,129,5.16,777.4,2,43,30,37,66,,,,,,,,,,,
Uttar Pradesh,BAREILLY,2012,Summer     ,Maize,70,129,1.84,389.6,2,41,27,34,60,,,,,,,,,,,
Uttar Pradesh,ETAWAH,2012,Kharif     ,Dry chillies,161,129,0.8,389.6,2,42,8,26,61,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2012,Kharif     ,Groundnut,212,129,0.61,389.6,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,PRATAPGARH,2012,Kharif     ,Sesamum,649,129,0.2,602.7,2,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,GHAZIPUR,2013,Summer     ,Maize,70,129,1.84,932.8,2,44,31,38,65,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2014,Rabi       ,Maize,54,129,2.39,701.2,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,FATEHPUR,2014,Rabi       ,Masoor,807,129,0.16,486.9,2,44,30,37,63,,,,,,,,,,,
West Bengal,BANKURA,2001,Kharif     ,Bajra,195,129,0.66,2612.6,0,38,10,24,64,,,,,,,,,,,
West Bengal,COOCHBEHAR,2001,Summer     ,Groundnut,184,129,0.7,2612.6,0,34,29,26,77,,,,,,,,,,,
West Bengal,NADIA,2001,Rabi       ,Barley,75,129,1.72,2612.6,2,36,13,27,75,,,,,,,,,,,
West Bengal,PURULIA,2001,Rabi       ,Urad,304,129,0.42,2612.6,1,38,10,24,64,,,,,,,,,,,
West Bengal,BANKURA,2003,Rabi       ,Khesari,101,129,1.28,2723.3,0,38,10,24,64,,,,,,,,,,,
West Bengal,MEDINIPUR WEST,2003,Kharif     ,Urad,459,129,0.28,2723.3,2,28,14,22,72,,,,,,,,,,,
West Bengal,BIRBHUM,2004,Whole Year ,Groundnut,154,129,0.84,2714.7,2,35,13,26,75,,,,,,,,,,,
West Bengal,MALDAH,2010,Kharif     ,Horse-gram,315,129,0.41,2612.3,0,34,13,26,76,,,,,,,,,,,
West Bengal,COOCHBEHAR,2011,Autumn     ,Groundnut,310,129,0.42,2418.7,0,34,29,26,77,,,,,,,,,,,
Uttar Pradesh,BAREILLY,2001,Rabi       ,Gram,128,128,1,661.7,2,41,27,34,60,,,,,,,,,,,
Uttar Pradesh,BANDA,2003,Summer     ,Onion,13,128,9.85,1047.5,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2004,Whole Year ,Sweet potato,11,128,11.64,642.3,1,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,BUDAUN,2005,Rabi       ,Gram,144,128,0.89,725.7,0,43,29,36,60,,,,,,,,,,,
Uttar Pradesh,MAINPURI,2005,Whole Year ,Dry chillies,140,128,0.91,725.7,2,44,34,39,58,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2006,Whole Year ,Dry chillies,135,128,0.95,632.1,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,MUZAFFARNAGAR,2006,Summer     ,Maize,97,128,1.32,529.3,2,43,29,36,57,,,,,,,,,,,
Uttar Pradesh,AURAIYA,2008,Kharif     ,Sesamum,777,128,0.16,799.8,2,44,38,32,56,,,,,,,,,,,
Uttar Pradesh,BANDA,2009,Kharif     ,Groundnut,838,128,0.15,549.2,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,KASGANJ,2010,Rabi       ,Peas & beans (Pulses),110,128,1.16,820.7,1,44,33,39,72,,,,,,,,,,,
Uttar Pradesh,BASTI,2011,Kharif     ,Urad,192,128,0.67,781.2,1,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,RAMPUR,2011,Kharif     ,Soyabean,102,128,1.25,777.4,2,39,8,25,67,,,,,,,,,,,
Uttar Pradesh,KAUSHAMBI,2012,Summer     ,Urad,166,128,0.77,389.6,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,SANT KABEER NAGAR,2012,Rabi       ,Barley,48,128,2.67,602.7,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,KANNAUJ,2013,Rabi       ,Masoor,185,128,0.69,932.8,1,43,30,36,63,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2014,Rabi       ,Garlic,22,128,5.82,701.2,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,AMROHA,2014,Kharif     ,Arhar/Tur,196,128,0.65,486.9,1,38,8,23,67,,,,,,,,,,,
West Bengal,DINAJPUR UTTAR,2001,Kharif     ,Groundnut,88,128,1.45,2612.6,1,34,13,26,76,,,,,,,,,,,
West Bengal,MALDAH,2005,Whole Year ,Tobacco,195,128,0.66,2807.7,0,34,13,26,76,,,,,,,,,,,
West Bengal,BIRBHUM,2006,Rabi       ,Peas & beans (Pulses),212,128,0.6,2262.1,2,35,13,26,75,,,,,,,,,,,
West Bengal,PURULIA,2006,Kharif     ,Dry ginger,134,128,0.96,2262.1,1,38,10,24,64,,,,,,,,,,,
West Bengal,COOCHBEHAR,2007,Summer     ,Groundnut,155,128,0.83,2638.9,0,34,29,26,77,,,,,,,,,,,
West Bengal,DARJEELING,2007,Rabi       ,Maize,85,128,1.51,2638.9,1,14,10,5,54,,,,,,,,,,,
West Bengal,JALPAIGURI,2007,Rabi       ,Peas & beans (Pulses),166,128,0.77,2638.9,0,34,29,26,77,,,,,,,,,,,
West Bengal,PURULIA,2013,Autumn     ,Rice,92,128,1.39,2406.1,1,38,10,24,64,,,,,,,,,,,
Uttar Pradesh,AZAMGARH,2002,Rabi       ,Masoor,148,127,0.86,689.1,2,42,36,30,60,,,,,,,,,,,
Uttar Pradesh,SIDDHARTH NAGAR,2003,Kharif     ,Urad,533,127,0.24,1096.4,1,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,AURAIYA,2008,Kharif     ,Guar seed,151,127,0.84,799.8,2,44,38,32,56,,,,,,,,,,,
Uttar Pradesh,BULANDSHAHR,2008,Kharif     ,Moong(Green Gram),344,127,0.37,799.8,2,43,28,36,65,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2009,Kharif     ,Sesamum,827,127,0.15,610.2,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,CHITRAKOOT,2009,Kharif     ,Moong(Green Gram),1426,127,0.09,549.2,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,PILIBHIT,2009,Kharif     ,Sesamum,1307,127,0.1,549.2,1,44,32,38,61,,,,,,,,,,,
Uttar Pradesh,JAUNPUR,2014,Rabi       ,Garlic,22,127,5.77,701.2,2,43,30,37,64,,,,,,,,,,,
West Bengal,PURULIA,2002,Rabi       ,Gram,207,127,0.61,2547,1,38,10,24,64,,,,,,,,,,,
West Bengal,DARJEELING,2003,Whole Year ,Sesamum,242,127,0.52,2723.3,1,14,10,5,54,,,,,,,,,,,
West Bengal,BANKURA,2009,Autumn     ,Groundnut,147,127,0.86,2324.6,0,38,10,24,64,,,,,,,,,,,
West Bengal,BANKURA,2011,Rabi       ,Groundnut,70,127,1.81,2418.7,0,38,10,24,64,,,,,,,,,,,
West Bengal,BANKURA,2012,Autumn     ,Groundnut,141,127,0.9,2632.2,0,38,10,24,64,,,,,,,,,,,
Maharashtra,NANDED,2007,Kharif     ,Moong(Green Gram),393,126,0.32,1040.4,2,40,14,26,59,,,,,,,,,,,
Maharashtra,NANDURBAR,2007,Kharif     ,Urad,197,126,0.64,1040.4,1,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,BASTI,2002,Rabi       ,Barley,51,126,2.47,689.1,1,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2002,Kharif     ,Groundnut,288,126,0.44,625.2,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,DEORIA,2003,Kharif     ,Jowar,91,126,1.38,1096.4,2,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,BAHRAICH,2005,Kharif     ,Small millets,163,126,0.77,725.7,2,43,31,37,59,,,,,,,,,,,
Uttar Pradesh,BALLIA,2005,Whole Year ,Dry chillies,138,126,0.91,770.3,1,38,9,26,67,,,,,,,,,,,
Uttar Pradesh,KANPUR NAGAR,2005,Whole Year ,Garlic,29,126,4.34,725.7,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2006,Kharif     ,Soyabean,129,126,0.98,529.3,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,KHERI,2007,Rabi       ,Gram,128,126,0.98,572.5,2,44,31,37,70,,,,,,,,,,,
Uttar Pradesh,SANT KABEER NAGAR,2008,Summer     ,Rice,65,126,1.94,953.3,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,MATHURA,2009,Summer     ,Onion,9,126,14,549.2,2,44,34,39,61,,,,,,,,,,,
Uttar Pradesh,KAUSHAMBI,2010,Summer     ,Urad,139,126,0.91,820.7,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,MATHURA,2010,Kharif     ,Sesamum,644,126,0.2,820.7,2,44,34,39,61,,,,,,,,,,,
Uttar Pradesh,SIDDHARTH NAGAR,2010,Summer     ,Maize,86,126,1.47,692.2,1,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,KANPUR NAGAR,2011,Kharif     ,Moong(Green Gram),297,126,0.42,777.4,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,MAU,2012,Kharif     ,Jowar,88,126,1.43,602.7,1,41,9,26,64,,,,,,,,,,,
Uttar Pradesh,JALAUN,2013,Rabi       ,Linseed,175,126,0.72,932.8,1,45,34,40,61,,,,,,,,,,,
Uttar Pradesh,UNNAO,2013,Summer     ,Moong(Green Gram),242,126,0.52,932.8,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,BASTI,2014,Rabi       ,Barley,73,126,1.73,701.2,1,38,8,25,65,,,,,,,,,,,
West Bengal,DARJEELING,2001,Whole Year ,Turmeric,160,126,0.79,2612.6,1,14,10,5,54,,,,,,,,,,,
West Bengal,DARJEELING,2002,Whole Year ,Turmeric,160,126,0.79,2547,1,14,10,5,54,,,,,,,,,,,
West Bengal,DARJEELING,2003,Whole Year ,Turmeric,155,126,0.81,2723.3,1,14,10,5,54,,,,,,,,,,,
West Bengal,COOCHBEHAR,2006,Rabi       ,Linseed,791,126,0.16,2262.1,0,34,29,26,77,,,,,,,,,,,
West Bengal,COOCHBEHAR,2006,Rabi       ,Moong(Green Gram),175,126,0.72,2262.1,0,34,29,26,77,,,,,,,,,,,
West Bengal,JALPAIGURI,2006,Summer     ,Moong(Green Gram),187,126,0.67,2262.1,0,34,29,26,77,,,,,,,,,,,
West Bengal,JALPAIGURI,2009,Rabi       ,Moong(Green Gram),238,126,0.53,2324.6,0,34,29,26,77,,,,,,,,,,,
West Bengal,HOOGHLY,2013,Rabi       ,Arhar/Tur,101,126,1.25,2406.1,0,36,13,27,75,,,,,,,,,,,
West Bengal,PURULIA,2014,Rabi       ,Khesari,146,126,0.86,2322.6,1,38,10,24,64,,,,,,,,,,,
Uttar Pradesh,CHANDAULI,2001,Kharif     ,Urad,190,125,0.66,973.8,0,43,30,37,68,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2002,Whole Year ,Sannhamp,396,125,0.32,625.2,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,AURAIYA,2003,Kharif     ,Groundnut,187,125,0.67,1047.5,2,44,38,32,56,,,,,,,,,,,
Uttar Pradesh,BUDAUN,2003,Whole Year ,Turmeric,69,125,1.81,1047.5,0,43,29,36,60,,,,,,,,,,,
Uttar Pradesh,SAHARANPUR,2003,Kharif     ,Urad,527,125,0.24,1047.5,1,42,8,26,61,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2004,Kharif     ,Sannhamp,453,125,0.28,642.3,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,MAU,2004,Kharif     ,Bajra,77,125,1.62,746.9,1,41,9,26,64,,,,,,,,,,,
Uttar Pradesh,BANDA,2005,Kharif     ,Sesamum,1061,125,0.12,725.7,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,DEORIA,2005,Rabi       ,Gram,142,125,0.88,770.3,2,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2006,Kharif     ,Other Kharif pulses,210,125,0.6,529.3,0,43,28,36,65,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2007,Kharif     ,Rice,254,125,0.49,572.5,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,MAINPURI,2007,Rabi       ,Masoor,172,125,0.73,572.5,2,44,34,39,58,,,,,,,,,,,
Uttar Pradesh,RAE BARELI,2007,Kharif     ,Moong(Green Gram),628,125,0.2,572.5,2,43,37,31,58,,,,,,,,,,,
Uttar Pradesh,PILIBHIT,2009,Kharif     ,Urad,169,125,0.74,549.2,1,44,32,38,61,,,,,,,,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2011,Summer     ,Moong(Green Gram),253,125,0.49,777.4,1,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,MEERUT,2011,Kharif     ,Dry chillies,151,125,0.83,777.4,1,40,8,26,63,,,,,,,,,,,
Uttar Pradesh,SAHARANPUR,2011,Rabi       ,Barley,46,125,2.72,777.4,1,42,8,26,61,,,,,,,,,,,
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2012,Rabi       ,Peas & beans (Pulses),84,125,1.49,389.6,0,43,28,36,65,,,,,,,,,,,
Uttar Pradesh,ETAH,2013,Kharif     ,Dry chillies,155,125,0.81,932.8,1,39,8,25,67,,,,,,,,,,,
Uttar Pradesh,FATEHPUR,2014,Summer     ,Urad,561,125,0.22,486.9,2,44,30,37,63,,,,,,,,,,,
Uttar Pradesh,SITAPUR,2014,Rabi       ,Turmeric,44,125,2.84,486.9,1,43,38,32,71,,,,,,,,,,,
West Bengal,PURULIA,2004,Kharif     ,Niger seed,374,125,0.33,2714.7,1,38,10,24,64,,,,,,,,,,,
West Bengal,MEDINIPUR EAST,2005,Summer     ,Moong(Green Gram),308,125,0.41,2807.7,2,28,14,22,72,,,,,,,,,,,
West Bengal,MEDINIPUR WEST,2005,Rabi       ,Masoor,213,125,0.59,2807.7,2,28,14,22,72,,,,,,,,,,,
West Bengal,HOWRAH,2007,Kharif     ,Cotton(lint),100,125,1.25,2638.9,0,36,13,27,75,,,,,,,,,,,
West Bengal,HOWRAH,2008,Kharif     ,Cotton(lint),100,125,1.25,2689.9,0,36,13,27,75,,,,,,,,,,,
West Bengal,COOCHBEHAR,2009,Autumn     ,Groundnut,290,125,0.43,2324.6,0,34,29,26,77,,,,,,,,,,,
West Bengal,HOWRAH,2009,Kharif     ,Cotton(lint),100,125,1.25,2324.6,0,36,13,27,75,,,,,,,,,,,
West Bengal,DARJEELING,2011,Rabi       ,Rapeseed &Mustard,329,125,0.38,2418.7,1,14,10,5,54,,,,,,,,,,,
West Bengal,MEDINIPUR EAST,2012,Summer     ,Maize,78,125,1.6,2632.2,2,28,14,22,72,,,,,,,,,,,
West Bengal,BANKURA,2013,Whole Year ,Sugarcane,1,125,125,2406.1,0,38,10,24,64,,,,,,,,,,,
West Bengal,PURULIA,2013,Rabi       ,Khesari,146,125,0.86,2406.1,1,38,10,24,64,,,,,,,,,,,
Uttar Pradesh,CHANDAULI,2002,Kharif     ,Maize,95,124,1.31,689.1,0,43,30,37,68,,,,,,,,,,,
Uttar Pradesh,FATEHPUR,2002,Rabi       ,Linseed,269,124,0.46,625.2,2,44,30,37,63,,,,,,,,,,,
Uttar Pradesh,MEERUT,2002,Rabi       ,Onion,12,124,10.33,625.2,1,40,8,26,63,,,,,,,,,,,
Uttar Pradesh,GHAZIABAD,2003,Kharif     ,Urad,525,124,0.24,1047.5,2,43,28,36,70,,,,,,,,,,,
Uttar Pradesh,GONDA,2003,Kharif     ,Bajra,84,124,1.48,1047.5,1,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,KANPUR NAGAR,2004,Kharif     ,Groundnut,151,124,0.82,642.3,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,SITAPUR,2005,Whole Year ,Coriander,216,124,0.57,725.7,1,43,38,32,71,,,,,,,,,,,
Uttar Pradesh,FAIZABAD,2007,Summer     ,Urad,303,124,0.41,572.5,0,43,37,31,58,,,,,,,,,,,
Uttar Pradesh,PILIBHIT,2009,Summer     ,Maize,85,124,1.46,549.2,1,44,32,38,61,,,,,,,,,,,
Uttar Pradesh,SHRAVASTI,2009,Summer     ,Maize,85,124,1.46,549.2,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Coriander,219,124,0.57,610.2,1,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,MAINPURI,2010,Rabi       ,Masoor,140,124,0.89,820.7,2,44,34,39,58,,,,,,,,,,,
Uttar Pradesh,SHAHJAHANPUR,2010,Summer     ,Urad,198,124,0.63,820.7,1,44,32,38,61,,,,,,,,,,,
Uttar Pradesh,UNNAO,2010,Summer     ,Moong(Green Gram),271,124,0.46,820.7,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,BAGHPAT,2012,Summer     ,Urad,180,124,0.69,389.6,1,40,8,26,63,,,,,,,,,,,
Uttar Pradesh,VARANASI,2012,Kharif     ,Moong(Green Gram),245,124,0.51,602.7,2,43,32,38,76,,,,,,,,,,,
Uttar Pradesh,ALIGARH,2013,Kharif     ,Cotton(lint),640,124,0.19,932.8,1,40,36,21,65,,,,,,,,,,,
Uttar Pradesh,MAINPURI,2014,Kharif     ,Urad,279,124,0.44,486.9,2,44,34,39,58,,,,,,,,,,,
West Bengal,MURSHIDABAD,2002,Whole Year ,Arecanut,70,124,1.77,2547,2,35,11,26,77,,,,,,,,,,,
West Bengal,24 PARAGANAS NORTH,2003,Rabi       ,Khesari,81,124,1.53,2723.3,2,36,13,27,75,,,,,,,,,,,
West Bengal,HOOGHLY,2003,Kharif     ,Dry ginger,78,124,1.59,2723.3,0,36,13,27,75,,,,,,,,,,,
West Bengal,JALPAIGURI,2007,Summer     ,Moong(Green Gram),167,124,0.74,2638.9,0,34,29,26,77,,,,,,,,,,,
West Bengal,NADIA,2009,Rabi       ,Groundnut,107,124,1.16,2324.6,2,36,13,27,75,,,,,,,,,,,
West Bengal,MEDINIPUR WEST,2011,Rabi       ,Khesari,98,124,1.27,2418.7,2,28,14,22,72,,,,,,,,,,,
West Bengal,MEDINIPUR WEST,2012,Autumn     ,Sesamum,170,124,0.73,2632.2,2,28,14,22,72,,,,,,,,,,,
West Bengal,MEDINIPUR EAST,2013,Summer     ,Moong(Green Gram),107,124,1.16,2406.1,2,28,14,22,72,,,,,,,,,,,
Uttar Pradesh,BAGHPAT,2001,Kharif     ,Urad,301,123,0.41,661.7,1,40,8,26,63,,,,,,,,,,,
Uttar Pradesh,MATHURA,2002,Kharif     ,Urad,307,123,0.4,625.2,2,44,34,39,61,,,,,,,,,,,
Uttar Pradesh,MAINPURI,2003,Summer     ,Maize,90,123,1.37,1047.5,2,44,34,39,58,,,,,,,,,,,
Uttar Pradesh,SHRAVASTI,2004,Rabi       ,Barley,61,123,2.02,642.3,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2005,Whole Year ,Dry chillies,135,123,0.91,725.7,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,BANDA,2006,Kharif     ,Sweet potato,9,123,13.67,529.3,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,VARANASI,2006,Kharif     ,Sannhamp,444,123,0.28,632.1,2,43,32,38,76,,,,,,,,,,,
Uttar Pradesh,AGRA,2007,Kharif     ,Cotton(lint),450,123,0.27,572.5,2,40,36,31,55,,,,,,,,,,,
Uttar Pradesh,FIROZABAD,2008,Kharif     ,Sesamum,744,123,0.17,799.8,1,43,30,37,65,,,,,,,,,,,
Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Jowar,111,123,1.11,799.8,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,BALLIA,2009,Summer     ,Sunflower,56,123,2.2,610.2,1,38,9,26,67,,,,,,,,,,,
Uttar Pradesh,MAINPURI,2009,Kharif     ,Groundnut,183,123,0.67,549.2,2,44,34,39,58,,,,,,,,,,,
Uttar Pradesh,PRATAPGARH,2009,Summer     ,Banana,3,123,41,610.2,2,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,GHAZIABAD,2011,Summer     ,Moong(Green Gram),156,123,0.79,777.4,2,43,28,36,70,,,,,,,,,,,
Uttar Pradesh,KAUSHAMBI,2012,Kharif     ,Groundnut,115,123,1.07,389.6,2,42,10,27,63,,,,,,,,,,,
West Bengal,PURULIA,2002,Whole Year ,Coconut ,18,123,6.83,2547,1,38,10,24,64,,,,,,,,,,,
West Bengal,BANKURA,2004,Kharif     ,Small millets,205,123,0.6,2714.7,0,38,10,24,64,,,,,,,,,,,
West Bengal,DINAJPUR UTTAR,2004,Rabi       ,Barley,65,123,1.89,2714.7,1,34,13,26,76,,,,,,,,,,,
West Bengal,COOCHBEHAR,2010,Autumn     ,Groundnut,300,123,0.41,2612.3,0,34,29,26,77,,,,,,,,,,,
West Bengal,BIRBHUM,2012,Kharif     ,Other Kharif pulses,288,123,0.43,2632.2,2,35,13,26,75,,,,,,,,,,,
West Bengal,MALDAH,2013,Rabi       ,Groundnut,155,123,0.79,2406.1,0,34,13,26,76,,,,,,,,,,,
Maharashtra,PARBHANI,2007,Kharif     ,Urad,193,122,0.63,1040.4,2,40,14,26,59,,,,,,,,,,,
Maharashtra,SOLAPUR,2007,Kharif     ,Urad,147,122,0.83,1040.4,2,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,BAHRAICH,2003,Kharif     ,Jowar,96,122,1.27,1047.5,2,43,31,37,59,,,,,,,,,,,
